,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연봉(만원),연차
1288,62,전준호,1969-02-15,현,2000,LF,32,87.0,334.0,263.0,53.0,83.0,12.0,2.0,1.0,102.0,18.0,18.0,8.0,51.0,6.0,1.0,36.0,0.0,13.0,1.0,0.316,0.436,0.388,0.8240000000000001,0.373,122.2,2.3,3200.0,10.0
1291,268,윤석민,1985-09-04,두,2012,3B,28,109.0,320.0,289.0,25.0,84.0,9.0,2.0,10.0,127.0,48.0,2.0,1.0,18.0,2.0,0.0,54.0,12.0,3.0,8.0,0.29100000000000004,0.328,0.439,0.768,0.35,118.0,2.29,4100.0,9.0
1292,228,정수빈,1990-10-07,두,2015,CF,26,128.0,570.0,491.0,79.0,145.0,27.0,7.0,2.0,192.0,59.0,15.0,9.0,43.0,11.0,1.0,70.0,9.0,19.0,6.0,0.295,0.361,0.391,0.752,0.334,91.2,2.29,28000.0,7.0
1293,125,이동수,1973-03-24,S,2000,3B,28,96.0,274.0,224.0,34.0,58.0,11.0,1.0,14.0,113.0,40.0,1.0,2.0,34.0,10.0,0.0,73.0,5.0,1.0,5.0,0.259,0.374,0.504,0.878,0.383,127.9,2.29,6500.0,7.0
1294,147,채태인,1982-10-11,삼,2014,1B,33,124.0,541.0,492.0,69.0,156.0,38.0,1.0,14.0,238.0,99.0,1.0,0.0,41.0,2.0,1.0,91.0,8.0,0.0,6.0,0.317,0.368,0.484,0.852,0.378,109.7,2.29,21000.0,8.0
1295,308,김성현,1987-03-09,S,2016,2B,30,138.0,530.0,479.0,66.0,153.0,28.0,0.0,8.0,205.0,65.0,3.0,3.0,33.0,6.0,0.0,37.0,13.0,5.0,7.0,0.319,0.366,0.428,0.794,0.36,100.8,2.29,18000.0,11.0
1299,329,정상호,1982-12-24,S,2009,C,28,101.0,312.0,264.0,37.0,76.0,15.0,0.0,12.0,127.0,49.0,0.0,4.0,29.0,6.0,0.0,66.0,10.0,8.0,5.0,0.28800000000000003,0.365,0.481,0.846,0.365,110.4,2.28,6500.0,9.0
1300,271,박동원,1990-04-07,키,2020,C,31,112.0,372.0,324.0,45.0,81.0,21.0,0.0,12.0,138.0,50.0,0.0,0.0,38.0,6.0,0.0,68.0,10.0,2.0,2.0,0.25,0.338,0.426,0.764,0.345,105.0,2.28,18000.0,11.0
1301,70,박종호,1973-07-27,삼,2005,2B,33,119.0,484.0,392.0,63.0,105.0,21.0,0.0,4.0,138.0,36.0,5.0,2.0,46.0,18.0,1.0,48.0,4.0,25.0,3.0,0.268,0.368,0.35200000000000004,0.72,0.325,94.8,2.28,22500.0,14.0
1302,102,김선빈,1989-12-18,K,2013,SS,25,88.0,363.0,310.0,51.0,93.0,12.0,0.0,1.0,108.0,29.0,28.0,14.0,39.0,2.0,0.0,26.0,10.0,8.0,4.0,0.3,0.378,0.348,0.726,0.344,101.1,2.28,18000.0,6.0
1303,334,고종욱,1989-01-11,S,2019,LF,31,137.0,513.0,492.0,76.0,159.0,25.0,7.0,3.0,207.0,56.0,31.0,10.0,18.0,1.0,1.0,89.0,5.0,0.0,2.0,0.32299999999999995,0.34700000000000003,0.421,0.768,0.353,115.7,2.28,11000.0,9.0
1307,102,김선빈,1989-12-18,K,2010,SS,22,115.0,406.0,348.0,40.0,102.0,14.0,2.0,1.0,123.0,28.0,23.0,7.0,34.0,6.0,0.0,44.0,5.0,14.0,4.0,0.293,0.362,0.353,0.716,0.328,90.5,2.27,4500.0,3.0
1310,102,김선빈,1989-12-18,K,2019,SS,31,121.0,447.0,394.0,55.0,115.0,22.0,0.0,3.0,146.0,40.0,5.0,4.0,43.0,1.0,0.0,26.0,7.0,5.0,4.0,0.292,0.36,0.371,0.73,0.34,103.9,2.27,28000.0,12.0
1312,191,김민성,1988-12-17,넥,2017,3B,30,133.0,530.0,472.0,59.0,133.0,26.0,1.0,15.0,206.0,78.0,0.0,1.0,43.0,7.0,2.0,93.0,15.0,0.0,8.0,0.282,0.345,0.436,0.782,0.345,98.7,2.26,37000.0,11.0
1313,165,김주찬,1981-03-25,롯,2009,1B,29,109.0,479.0,435.0,77.0,135.0,30.0,5.0,7.0,196.0,51.0,34.0,7.0,28.0,6.0,0.0,56.0,7.0,4.0,6.0,0.31,0.35600000000000004,0.451,0.8059999999999999,0.359,105.7,2.26,10500.0,10.0
1314,104,고영민,1984-02-08,두,2006,2B,23,116.0,359.0,315.0,38.0,85.0,15.0,5.0,2.0,116.0,29.0,14.0,10.0,24.0,12.0,0.0,59.0,6.0,7.0,1.0,0.27,0.344,0.368,0.7120000000000001,0.331,108.1,2.26,2100.0,5.0
1315,114,진갑용,1974-05-08,삼,2010,C,37,100.0,320.0,259.0,36.0,68.0,8.0,0.0,10.0,106.0,28.0,0.0,0.0,45.0,2.0,2.0,57.0,7.0,13.0,1.0,0.263,0.375,0.409,0.784,0.348,103.8,2.26,35000.0,14.0
1317,102,김선빈,1989-12-18,K,2020,2B,32,85.0,351.0,303.0,42.0,100.0,19.0,0.0,1.0,122.0,37.0,1.0,1.0,40.0,2.0,0.0,43.0,12.0,1.0,5.0,0.33,0.406,0.403,0.8079999999999999,0.378,120.8,2.25,45000.0,13.0
1319,312,박기혁,1981-06-04,롯,2005,SS,25,114.0,382.0,335.0,44.0,93.0,13.0,3.0,3.0,121.0,27.0,8.0,3.0,36.0,1.0,0.0,61.0,5.0,9.0,1.0,0.278,0.349,0.361,0.71,0.326,95.2,2.25,5700.0,6.0
1321,114,진갑용,1974-05-08,삼,2007,C,34,122.0,427.0,362.0,28.0,89.0,12.0,0.0,5.0,116.0,39.0,0.0,1.0,49.0,7.0,2.0,38.0,9.0,5.0,4.0,0.246,0.344,0.32,0.664,0.316,89.9,2.24,50000.0,11.0
1325,38,송지만,1973-03-02,한,2001,RF,29,108.0,391.0,344.0,55.0,98.0,19.0,0.0,22.0,183.0,69.0,5.0,6.0,36.0,4.0,4.0,69.0,9.0,4.0,3.0,0.285,0.35700000000000004,0.532,0.889,0.383,121.3,2.24,11600.0,6.0
1326,66,전준우,1986-02-25,롯,2014,CF,29,113.0,470.0,415.0,69.0,121.0,23.0,2.0,14.0,190.0,66.0,7.0,4.0,34.0,9.0,0.0,71.0,10.0,9.0,3.0,0.292,0.35600000000000004,0.458,0.8140000000000001,0.35700000000000004,97.8,2.24,16000.0,7.0
1327,55,조인성,1975-05-25,S,2012,C,38,104.0,307.0,284.0,32.0,77.0,13.0,0.0,9.0,117.0,40.0,0.0,1.0,16.0,2.0,1.0,60.0,5.0,3.0,2.0,0.271,0.313,0.412,0.725,0.333,106.4,2.24,40000.0,15.0
1328,222,심성보,1973-02-16,쌍,1997,RF,25,118.0,435.0,390.0,52.0,105.0,23.0,3.0,15.0,179.0,73.0,5.0,6.0,30.0,6.0,4.0,65.0,12.0,2.0,6.0,0.269,0.326,0.459,0.785,0.345,114.7,2.23,5000.0,3.0
1329,343,장성우,1990-01-17,K,2020,C,31,130.0,455.0,400.0,39.0,111.0,15.0,0.0,13.0,165.0,79.0,0.0,0.0,38.0,1.0,0.0,64.0,15.0,10.0,6.0,0.278,0.337,0.413,0.75,0.333,92.2,2.23,13500.0,12.0
1331,73,이용규,1985-08-26,한,2020,CF,36,120.0,487.0,419.0,60.0,120.0,14.0,2.0,1.0,141.0,32.0,17.0,8.0,59.0,6.0,0.0,36.0,9.0,2.0,1.0,0.28600000000000003,0.381,0.337,0.718,0.345,103.0,2.23,40000.0,17.0
1332,69,이범호,1981-11-25,K,2018,3B,38,101.0,380.0,332.0,41.0,93.0,7.0,0.0,20.0,160.0,69.0,1.0,0.0,42.0,4.0,4.0,59.0,12.0,0.0,2.0,0.28,0.366,0.482,0.848,0.365,112.5,2.23,65000.0,19.0
1334,17,서건창,1989-08-22,키,2020,DH,32,135.0,595.0,484.0,79.0,134.0,28.0,5.0,5.0,187.0,52.0,24.0,10.0,91.0,5.0,1.0,58.0,8.0,5.0,10.0,0.277,0.39,0.386,0.7759999999999999,0.361,112.0,2.23,38000.0,13.0
1337,84,이진영,1980-06-15,S,2006,RF,27,118.0,473.0,428.0,54.0,117.0,13.0,0.0,11.0,163.0,41.0,3.0,4.0,41.0,2.0,2.0,52.0,8.0,2.0,0.0,0.273,0.34,0.381,0.721,0.337,113.0,2.22,25000.0,8.0
1338,208,박해민,1990-02-24,삼,2017,CF,28,144.0,638.0,570.0,96.0,162.0,25.0,8.0,7.0,224.0,54.0,40.0,12.0,50.0,1.0,0.0,78.0,6.0,8.0,9.0,0.284,0.338,0.393,0.731,0.325,85.6,2.22,23000.0,5.0
1340,57,유한준,1981-07-01,넥,2011,RF,31,121.0,511.0,447.0,64.0,129.0,23.0,2.0,3.0,165.0,54.0,4.0,3.0,52.0,4.0,3.0,63.0,11.0,4.0,4.0,0.289,0.365,0.369,0.7340000000000001,0.345,106.8,2.22,8800.0,7.0
1345,345,김동엽,1990-07-24,삼,2020,DH,31,115.0,451.0,413.0,60.0,129.0,21.0,0.0,20.0,210.0,74.0,4.0,4.0,29.0,4.0,0.0,79.0,14.0,1.0,4.0,0.312,0.36,0.508,0.8690000000000001,0.385,122.8,2.21,13500.0,5.0
1346,105,박진만,1976-11-30,S,2011,SS,36,100.0,340.0,282.0,42.0,79.0,18.0,0.0,6.0,115.0,39.0,6.0,5.0,34.0,5.0,2.0,44.0,6.0,15.0,4.0,0.28,0.363,0.408,0.7709999999999999,0.344,105.7,2.21,25000.0,16.0
1348,168,김강민,1982-09-13,S,2016,CF,35,115.0,422.0,366.0,59.0,109.0,21.0,0.0,10.0,160.0,47.0,12.0,5.0,32.0,12.0,2.0,89.0,5.0,10.0,2.0,0.298,0.371,0.4370000000000001,0.809,0.36,100.7,2.19,60000.0,15.0
1352,208,박해민,1990-02-24,삼,2016,CF,27,141.0,641.0,564.0,109.0,169.0,26.0,12.0,4.0,231.0,61.0,52.0,15.0,49.0,3.0,2.0,87.0,6.0,22.0,3.0,0.3,0.35700000000000004,0.41,0.767,0.339,86.5,2.19,15000.0,4.0
1353,18,박재홍,1973-09-07,현,2001,DH,29,127.0,570.0,489.0,75.0,139.0,20.0,3.0,18.0,219.0,80.0,7.0,7.0,74.0,2.0,2.0,86.0,12.0,0.0,5.0,0.284,0.377,0.448,0.825,0.375,117.1,2.18,22000.0,6.0
1354,62,전준호,1969-02-15,히,2008,LF,40,114.0,391.0,352.0,44.0,109.0,16.0,5.0,1.0,138.0,24.0,16.0,11.0,35.0,1.0,2.0,41.0,5.0,1.0,2.0,0.31,0.3720000000000001,0.392,0.764,0.359,116.0,2.18,11000.0,18.0
1356,224,이대형,1983-07-19,k,2015,CF,33,140.0,616.0,546.0,86.0,165.0,23.0,3.0,0.0,194.0,37.0,44.0,14.0,53.0,6.0,0.0,92.0,5.0,10.0,1.0,0.302,0.37,0.355,0.725,0.337,88.9,2.18,30000.0,13.0
1358,34,양의지,1987-06-05,두,2013,C,27,114.0,367.0,311.0,37.0,77.0,19.0,0.0,7.0,117.0,57.0,6.0,1.0,36.0,8.0,1.0,50.0,11.0,9.0,3.0,0.248,0.338,0.376,0.7140000000000001,0.329,90.9,2.18,15500.0,7.0
1361,347,강귀태,1979-08-12,현,2005,C,27,104.0,297.0,265.0,30.0,70.0,12.0,0.0,8.0,106.0,38.0,2.0,0.0,26.0,4.0,1.0,38.0,9.0,1.0,1.0,0.264,0.338,0.4,0.738,0.339,104.0,2.18,5500.0,4.0
1364,349,신경현,1975-11-28,한,2005,C,31,110.0,358.0,321.0,38.0,89.0,15.0,1.0,4.0,118.0,23.0,2.0,3.0,29.0,2.0,0.0,47.0,8.0,3.0,3.0,0.277,0.338,0.368,0.706,0.327,95.8,2.17,4500.0,8.0
1366,316,김민재,1973-01-03,한,2007,SS,35,118.0,451.0,395.0,43.0,108.0,17.0,0.0,6.0,143.0,47.0,7.0,3.0,29.0,6.0,0.0,36.0,9.0,20.0,1.0,0.273,0.332,0.362,0.6940000000000001,0.314,89.0,2.17,21000.0,17.0
1367,184,김재호,1985-03-21,두,2017,SS,33,91.0,331.0,283.0,34.0,83.0,18.0,1.0,7.0,124.0,50.0,7.0,1.0,36.0,3.0,1.0,52.0,6.0,2.0,7.0,0.293,0.371,0.438,0.809,0.358,111.1,2.17,65000.0,14.0
1368,350,김주형,1985-12-15,K,2016,SS,32,135.0,387.0,345.0,43.0,97.0,16.0,1.0,19.0,172.0,49.0,1.0,2.0,34.0,6.0,0.0,55.0,9.0,1.0,1.0,0.281,0.355,0.499,0.8540000000000001,0.376,110.4,2.17,5500.0,13.0
1369,241,최훈재,1967-01-21,해,1997,1B,31,112.0,394.0,343.0,56.0,100.0,23.0,1.0,12.0,161.0,70.0,3.0,7.0,34.0,5.0,2.0,40.0,10.0,7.0,5.0,0.292,0.359,0.469,0.8290000000000001,0.364,127.4,2.17,4100.0,9.0
1371,55,조인성,1975-05-25,L,2002,C,28,124.0,391.0,362.0,36.0,97.0,21.0,2.0,9.0,149.0,48.0,3.0,0.0,14.0,5.0,0.0,82.0,11.0,5.0,5.0,0.268,0.301,0.412,0.7120000000000001,0.31,86.7,2.17,5500.0,5.0
1372,247,이대수,1981-08-21,S,2006,SS,26,122.0,428.0,387.0,46.0,98.0,15.0,4.0,5.0,136.0,26.0,5.0,1.0,25.0,5.0,0.0,68.0,6.0,11.0,0.0,0.253,0.307,0.35100000000000003,0.6579999999999999,0.303,87.5,2.17,4500.0,5.0
1373,124,박경수,1984-03-31,K,2019,2B,36,137.0,490.0,421.0,43.0,104.0,24.0,0.0,10.0,158.0,65.0,0.0,1.0,55.0,4.0,1.0,102.0,14.0,4.0,6.0,0.247,0.335,0.375,0.711,0.328,97.3,2.16,23000.0,17.0
1374,352,차일목,1981-01-26,K,2010,C,30,91.0,250.0,198.0,30.0,51.0,11.0,0.0,7.0,83.0,35.0,1.0,1.0,39.0,6.0,1.0,53.0,8.0,4.0,3.0,0.258,0.39,0.419,0.809,0.369,117.9,2.16,7500.0,8.0
1376,308,김성현,1987-03-09,S,2015,SS,29,129.0,449.0,397.0,49.0,118.0,20.0,0.0,8.0,162.0,48.0,1.0,4.0,31.0,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.35700000000000004,0.408,0.765,0.341,97.3,2.15,18000.0,10.0
1377,71,정수근,1977-01-20,두,2003,CF,27,89.0,294.0,262.0,32.0,84.0,11.0,3.0,0.0,101.0,17.0,15.0,7.0,24.0,4.0,1.0,27.0,1.0,2.0,2.0,0.321,0.384,0.386,0.769,0.354,111.8,2.15,18000.0,9.0
1378,161,김민호,1969-03-19,두,1999,SS,31,132.0,515.0,458.0,70.0,125.0,17.0,6.0,3.0,163.0,46.0,37.0,5.0,33.0,7.0,1.0,65.0,8.0,13.0,4.0,0.273,0.329,0.35600000000000004,0.685,0.304,72.0,2.15,6900.0,7.0
1379,55,조인성,1975-05-25,L,2006,C,32,112.0,362.0,326.0,37.0,80.0,18.0,0.0,10.0,128.0,38.0,0.0,1.0,28.0,0.0,5.0,30.0,11.0,6.0,2.0,0.245,0.303,0.393,0.696,0.313,95.1,2.15,13000.0,9.0
1382,138,오지환,1990-03-12,L,2017,SS,28,107.0,390.0,334.0,47.0,91.0,13.0,4.0,8.0,136.0,39.0,10.0,5.0,45.0,5.0,2.0,105.0,8.0,1.0,5.0,0.272,0.363,0.407,0.77,0.34600000000000003,101.2,2.15,35000.0,9.0
1383,75,정성훈,1980-06-27,히,2008,3B,29,109.0,399.0,355.0,43.0,96.0,21.0,2.0,3.0,130.0,34.0,8.0,4.0,36.0,5.0,1.0,41.0,13.0,2.0,1.0,0.27,0.345,0.366,0.711,0.336,100.8,2.14,32000.0,10.0
1384,284,이성열,1984-07-13,한,2017,LF,34,81.0,318.0,280.0,41.0,86.0,16.0,1.0,21.0,167.0,65.0,3.0,0.0,19.0,9.0,0.0,80.0,0.0,4.0,5.0,0.307,0.364,0.596,0.961,0.399,131.3,2.14,23000.0,14.0
1385,353,임병욱,1995-09-30,넥,2018,CF,24,134.0,447.0,423.0,76.0,124.0,29.0,3.0,13.0,198.0,60.0,16.0,3.0,22.0,0.0,1.0,119.0,6.0,0.0,2.0,0.293,0.327,0.468,0.795,0.342,96.3,2.14,5000.0,4.0
1389,188,한동민,1989-08-09,S,2019,RF,31,125.0,502.0,427.0,52.0,113.0,20.0,0.0,12.0,169.0,52.0,0.0,1.0,55.0,20.0,4.0,100.0,6.0,0.0,0.0,0.265,0.375,0.396,0.77,0.361,117.2,2.13,15000.0,8.0
1391,50,홍성흔,1977-02-28,롯,2011,DH,35,132.0,535.0,474.0,70.0,145.0,24.0,2.0,6.0,191.0,67.0,2.0,5.0,53.0,3.0,0.0,80.0,22.0,0.0,5.0,0.306,0.376,0.403,0.779,0.368,121.6,2.13,40000.0,13.0
1394,183,이숭용,1971-03-10,현,2006,1B,36,119.0,449.0,370.0,44.0,106.0,12.0,0.0,7.0,139.0,43.0,3.0,6.0,59.0,5.0,3.0,45.0,11.0,12.0,3.0,0.28600000000000003,0.389,0.376,0.765,0.353,123.8,2.13,25000.0,13.0
1396,358,손지환,1978-11-13,K,2005,3B,28,107.0,357.0,316.0,37.0,88.0,13.0,0.0,11.0,134.0,44.0,1.0,2.0,24.0,9.0,1.0,29.0,6.0,5.0,3.0,0.278,0.344,0.424,0.768,0.34600000000000003,109.1,2.13,7000.0,9.0
1397,192,정경배,1974-02-20,S,2003,2B,30,119.0,425.0,372.0,55.0,101.0,16.0,0.0,12.0,153.0,51.0,9.0,3.0,27.0,11.0,0.0,56.0,3.0,12.0,3.0,0.272,0.337,0.411,0.748,0.33,94.8,2.13,8800.0,8.0
1400,124,박경수,1984-03-31,L,2004,3B,21,92.0,388.0,328.0,50.0,88.0,15.0,0.0,6.0,121.0,33.0,7.0,6.0,40.0,13.0,1.0,72.0,6.0,4.0,3.0,0.268,0.3670000000000001,0.369,0.736,0.345,103.6,2.12,3200.0,2.0
1401,115,조원우,1971-04-08,S한,2005,LF,35,95.0,392.0,351.0,43.0,106.0,17.0,1.0,6.0,143.0,42.0,7.0,3.0,31.0,4.0,0.0,50.0,5.0,3.0,3.0,0.302,0.363,0.407,0.77,0.354,114.3,2.12,13000.0,12.0
1402,359,정현석,1984-03-01,한,2013,CF,30,121.0,403.0,356.0,47.0,102.0,15.0,1.0,4.0,131.0,27.0,4.0,5.0,37.0,7.0,1.0,64.0,14.0,3.0,0.0,0.287,0.365,0.368,0.733,0.349,104.4,2.12,5000.0,6.0
1407,102,김선빈,1989-12-18,K,2018,SS,30,127.0,492.0,424.0,73.0,125.0,17.0,2.0,4.0,158.0,49.0,4.0,1.0,48.0,9.0,1.0,42.0,10.0,6.0,5.0,0.295,0.375,0.373,0.747,0.339,94.5,2.1,28000.0,11.0
1409,5,장종훈,1968-04-10,한,1998,1B,31,118.0,489.0,437.0,60.0,120.0,17.0,1.0,17.0,190.0,66.0,3.0,5.0,41.0,7.0,5.0,69.0,13.0,0.0,4.0,0.275,0.344,0.435,0.778,0.34600000000000003,116.0,2.1,10000.0,12.0
1411,112,강백호,1999-07-29,K,2018,LF,20,138.0,585.0,527.0,108.0,153.0,32.0,2.0,29.0,276.0,84.0,3.0,5.0,52.0,3.0,0.0,124.0,4.0,0.0,3.0,0.29,0.35600000000000004,0.524,0.879,0.375,115.3,2.1,2700.0,1.0
1414,116,채은성,1990-02-06,L,2020,RF,31,109.0,464.0,416.0,59.0,122.0,17.0,2.0,15.0,188.0,88.0,0.0,3.0,32.0,9.0,1.0,69.0,12.0,0.0,7.0,0.293,0.35100000000000003,0.452,0.8029999999999999,0.361,117.0,2.09,32000.0,7.0
1417,77,박한이,1979-01-28,삼,2009,RF,31,110.0,394.0,334.0,48.0,104.0,29.0,2.0,2.0,143.0,36.0,7.0,5.0,50.0,1.0,2.0,44.0,7.0,6.0,3.0,0.311,0.4,0.428,0.828,0.373,115.4,2.09,27000.0,9.0
1418,225,이원석,1986-10-21,두,2009,3B,24,125.0,414.0,376.0,49.0,112.0,20.0,4.0,9.0,167.0,53.0,2.0,6.0,28.0,5.0,2.0,52.0,15.0,0.0,5.0,0.298,0.35,0.444,0.794,0.354,102.9,2.09,6800.0,5.0
1421,107,김종국,1973-09-14,K,2007,SS,35,93.0,342.0,288.0,47.0,69.0,13.0,0.0,6.0,100.0,28.0,13.0,3.0,40.0,6.0,0.0,39.0,13.0,6.0,2.0,0.24,0.342,0.34700000000000003,0.69,0.324,96.0,2.09,15000.0,12.0
1422,268,윤석민,1985-09-04,넥k,2017,DH,33,142.0,586.0,538.0,90.0,168.0,30.0,1.0,20.0,260.0,105.0,0.0,1.0,33.0,8.0,0.0,85.0,24.0,0.0,7.0,0.312,0.35700000000000004,0.483,0.84,0.368,113.2,2.08,16000.0,14.0
1423,362,정수성,1978-03-04,현,2005,CF,28,118.0,429.0,366.0,53.0,100.0,14.0,5.0,0.0,124.0,19.0,29.0,5.0,21.0,20.0,0.0,76.0,9.0,19.0,3.0,0.273,0.344,0.339,0.6829999999999999,0.31,84.6,2.08,4000.0,8.0
1424,58,김상현,1980-11-12,K,2011,LF,32,101.0,405.0,357.0,38.0,91.0,15.0,0.0,14.0,148.0,64.0,8.0,0.0,37.0,9.0,1.0,83.0,12.0,0.0,2.0,0.255,0.338,0.415,0.753,0.35,110.2,2.08,20000.0,11.0
1425,228,정수빈,1990-10-07,두,2019,CF,30,123.0,513.0,441.0,75.0,117.0,19.0,5.0,0.0,146.0,42.0,26.0,8.0,57.0,6.0,0.0,60.0,6.0,4.0,5.0,0.265,0.354,0.331,0.685,0.325,95.0,2.08,28000.0,11.0
1426,363,정은원,2000-01-17,한,2019,2B,20,142.0,624.0,564.0,83.0,148.0,27.0,6.0,8.0,211.0,57.0,14.0,7.0,48.0,0.0,0.0,101.0,6.0,6.0,6.0,0.262,0.317,0.374,0.691,0.317,91.9,2.08,2700.0,2.0
1427,205,오재원,1985-02-09,두,2015,2B,31,120.0,474.0,411.0,60.0,115.0,20.0,2.0,11.0,172.0,59.0,31.0,8.0,47.0,4.0,1.0,94.0,9.0,7.0,4.0,0.28,0.35600000000000004,0.418,0.775,0.345,102.6,2.08,40000.0,9.0
1430,101,안경현,1970-02-13,두,2000,2B,31,114.0,377.0,328.0,48.0,91.0,16.0,1.0,9.0,136.0,39.0,1.0,0.0,35.0,6.0,1.0,29.0,8.0,5.0,3.0,0.277,0.355,0.415,0.77,0.343,101.7,2.08,6300.0,9.0
1432,101,안경현,1970-02-13,O,1997,3B,28,69.0,258.0,225.0,31.0,64.0,9.0,1.0,9.0,102.0,34.0,2.0,2.0,21.0,6.0,2.0,37.0,11.0,5.0,1.0,0.284,0.36,0.453,0.813,0.359,125.3,2.07,5200.0,6.0
1434,310,김상훈,1977-10-27,K,2004,C,28,128.0,439.0,389.0,39.0,102.0,21.0,0.0,8.0,147.0,45.0,2.0,1.0,33.0,1.0,0.0,66.0,11.0,13.0,3.0,0.262,0.319,0.378,0.6970000000000001,0.313,82.4,2.07,11500.0,5.0
1435,165,김주찬,1981-03-25,롯,2004,3B,24,120.0,503.0,450.0,53.0,109.0,20.0,5.0,7.0,160.0,42.0,44.0,10.0,32.0,13.0,0.0,92.0,7.0,6.0,2.0,0.242,0.31,0.35600000000000004,0.665,0.307,77.8,2.07,4000.0,5.0
1438,270,송광민,1983-06-24,한,2014,3B,32,103.0,421.0,389.0,52.0,123.0,22.0,2.0,11.0,182.0,58.0,3.0,2.0,26.0,0.0,2.0,73.0,15.0,4.0,2.0,0.316,0.35700000000000004,0.468,0.825,0.363,97.8,2.07,7000.0,9.0
1439,174,박정권,1981-07-21,S,2009,1B,29,131.0,511.0,446.0,70.0,123.0,27.0,0.0,25.0,225.0,76.0,5.0,4.0,51.0,4.0,4.0,91.0,8.0,8.0,2.0,0.276,0.354,0.504,0.858,0.368,112.4,2.06,5000.0,6.0
1440,225,이원석,1986-10-21,두,2012,3B,27,107.0,372.0,325.0,36.0,87.0,13.0,2.0,8.0,128.0,42.0,1.0,1.0,30.0,5.0,4.0,35.0,16.0,10.0,2.0,0.268,0.337,0.394,0.731,0.331,105.1,2.06,8400.0,8.0
1441,154,채종범,1977-12-03,S,2004,RF,28,104.0,376.0,321.0,48.0,94.0,21.0,2.0,7.0,140.0,43.0,2.0,5.0,33.0,11.0,0.0,44.0,9.0,7.0,4.0,0.293,0.374,0.436,0.81,0.3670000000000001,118.9,2.06,7500.0,5.0
1442,167,조경환,1972-08-27,롯,1999,RF,28,118.0,383.0,342.0,49.0,97.0,22.0,2.0,19.0,180.0,65.0,1.0,3.0,29.0,5.0,0.0,108.0,4.0,5.0,2.0,0.284,0.34700000000000003,0.526,0.873,0.369,115.9,2.05,2900.0,2.0
1446,258,김창희,1973-07-03,해,1999,CF,27,117.0,412.0,341.0,55.0,89.0,12.0,0.0,10.0,131.0,39.0,5.0,5.0,57.0,7.0,1.0,58.0,6.0,7.0,0.0,0.261,0.378,0.384,0.762,0.345,100.1,2.05,4000.0,3.0
1450,191,김민성,1988-12-17,넥,2014,3B,27,116.0,486.0,438.0,60.0,128.0,29.0,2.0,12.0,197.0,77.0,3.0,1.0,30.0,10.0,1.0,80.0,10.0,5.0,3.0,0.292,0.349,0.45,0.799,0.354,94.3,2.04,18000.0,8.0
1451,299,나주환,1984-06-14,S,2017,SS,34,122.0,452.0,419.0,69.0,122.0,24.0,1.0,19.0,205.0,65.0,0.0,3.0,19.0,5.0,3.0,85.0,15.0,8.0,1.0,0.29100000000000004,0.329,0.489,0.818,0.34700000000000003,98.4,2.03,15000.0,15.0
1455,370,정형식,1991-01-28,삼,2013,CF,23,120.0,334.0,278.0,49.0,76.0,20.0,5.0,3.0,115.0,43.0,7.0,9.0,31.0,12.0,0.0,58.0,4.0,12.0,1.0,0.273,0.37,0.414,0.7829999999999999,0.35600000000000004,109.7,2.02,6000.0,5.0
1456,9,박경완,1972-07-11,현,2002,C,31,119.0,398.0,330.0,42.0,67.0,10.0,1.0,19.0,136.0,42.0,6.0,4.0,47.0,6.0,4.0,108.0,6.0,12.0,3.0,0.203,0.311,0.412,0.723,0.307,85.1,2.02,28000.0,12.0
1460,100,안치홍,1990-07-02,롯,2020,2B,31,124.0,460.0,412.0,49.0,118.0,28.0,0.0,8.0,170.0,54.0,14.0,3.0,35.0,7.0,2.0,47.0,11.0,4.0,2.0,0.28600000000000003,0.35100000000000003,0.413,0.764,0.34600000000000003,99.0,2.02,29000.0,12.0
1461,69,이범호,1981-11-25,한,2002,3B,22,111.0,329.0,296.0,41.0,77.0,20.0,2.0,11.0,134.0,35.0,5.0,1.0,24.0,3.0,1.0,57.0,5.0,4.0,2.0,0.26,0.32,0.453,0.773,0.334,103.6,2.02,2400.0,3.0
1462,78,신동주,1972-12-14,삼,2000,CF,29,97.0,360.0,310.0,53.0,81.0,14.0,0.0,12.0,131.0,52.0,17.0,4.0,26.0,13.0,0.0,80.0,3.0,6.0,5.0,0.261,0.339,0.423,0.762,0.336,96.9,2.01,8000.0,9.0
1465,352,차일목,1981-01-26,K,2011,C,31,111.0,373.0,304.0,31.0,73.0,8.0,0.0,7.0,102.0,37.0,3.0,3.0,49.0,5.0,0.0,52.0,12.0,13.0,2.0,0.24,0.353,0.336,0.688,0.322,91.1,2.01,8500.0,9.0
1466,349,신경현,1975-11-28,한,2008,C,34,107.0,331.0,296.0,27.0,79.0,16.0,3.0,3.0,110.0,41.0,4.0,3.0,26.0,2.0,0.0,54.0,8.0,5.0,2.0,0.267,0.328,0.3720000000000001,0.7,0.325,93.4,2.01,12500.0,11.0
