,이름,생일,시즌,연봉(만원),연차
1907,김종석,1971-02-28,1999,4200,11
1908,김종석,1971-02-28,2000,4200,12
1909,김종석,1971-02-28,2001,5000,13
1910,김종석,1971-02-28,2002,9000,14
1911,김종석,1971-02-28,2003,7000,15
1912,김종석,1971-02-28,2004,6700,16
1913,나주환,1984-06-14,2003,,1
1914,나주환,1984-06-14,2004,2600,2
1915,나주환,1984-06-14,2005,3300,3
1916,나주환,1984-06-14,2006,5300,4
1917,나주환,1984-06-14,2007,5300,5
1918,나주환,1984-06-14,2008,8700,6
1919,나주환,1984-06-14,2009,12000,7
1920,나주환,1984-06-14,2010,17000,8
1921,나주환,1984-06-14,2013,17000,11
1922,나주환,1984-06-14,2014,20000,12
1923,나주환,1984-06-14,2015,20000,13
1924,나주환,1984-06-14,2016,20000,14
1925,나주환,1984-06-14,2017,15000,15
1926,나주환,1984-06-14,2018,30000,16
1927,나주환,1984-06-14,2019,30000,17
1928,나주환,1984-06-14,2020,12000,18
1929,번즈,1990-08-07,2017,60000,1
1930,번즈,1990-08-07,2018,73000,2
1931,김기태,1969-05-23,1991,,1
1932,김기태,1969-05-23,1992,,2
1933,김기태,1969-05-23,1993,,3
1934,김기태,1969-05-23,1994,,4
1935,김기태,1969-05-23,1995,,5
1936,김기태,1969-05-23,1996,,6
1937,김기태,1969-05-23,1997,10100,7
1938,김기태,1969-05-23,1998,10100,8
1939,김기태,1969-05-23,1999,13000,9
1940,김기태,1969-05-23,2000,15000,10
1941,김기태,1969-05-23,2001,20000,11
1942,김기태,1969-05-23,2002,20000,12
1943,김기태,1969-05-23,2003,20000,13
1944,김기태,1969-05-23,2004,20000,14
1945,김기태,1969-05-23,2005,25000,15
1946,브라운,1984-09-10,2015,900000,1
1947,마이로우,1976-09-04,2006,,1
1948,이영욱,1985-10-11,2008,,1
1949,이영욱,1985-10-11,2009,2100,2
1950,이영욱,1985-10-11,2010,4095,3
1951,이영욱,1985-10-11,2011,8000,4
1952,이영욱,1985-10-11,2014,7000,7
1953,이영욱,1985-10-11,2015,6000,8
1954,이영욱,1985-10-11,2016,5500,9
1955,이영욱,1985-10-11,2017,6500,10
1956,이영욱,1985-10-11,2018,900000,11
1957,김성현,1987-03-09,2006,,1
1958,김성현,1987-03-09,2007,2000,2
1959,김성현,1987-03-09,2008,2000,3
1960,김성현,1987-03-09,2011,2400,6
1961,김성현,1987-03-09,2012,2400,7
1962,김성현,1987-03-09,2013,5000,8
1963,김성현,1987-03-09,2014,7000,9
1964,김성현,1987-03-09,2015,18000,10
1965,김성현,1987-03-09,2016,18000,11
1966,김성현,1987-03-09,2017,28000,12
1967,김성현,1987-03-09,2018,25000,13
1968,김성현,1987-03-09,2019,25000,14
1969,김성현,1987-03-09,2020,21000,15
1970,신동주,1972-12-14,1992,,1
1971,신동주,1972-12-14,1993,,2
1972,신동주,1972-12-14,1994,,3
1973,신동주,1972-12-14,1995,,4
1974,신동주,1972-12-14,1996,,5
1975,신동주,1972-12-14,1997,3850,6
1976,신동주,1972-12-14,1998,5500,7
1977,신동주,1972-12-14,1999,6000,8
1978,신동주,1972-12-14,2000,8000,9
1979,신동주,1972-12-14,2001,7000,10
1980,신동주,1972-12-14,2002,8600,11
1981,신동주,1972-12-14,2003,9500,12
1982,신동주,1972-12-14,2004,10000,13
1983,신동주,1972-12-14,2005,10000,14
1984,신동주,1972-12-14,2006,10000,15
1985,손인호,1975-04-03,1998,,1
1986,손인호,1975-04-03,1999,2600,2
1987,손인호,1975-04-03,2000,3400,3
1988,손인호,1975-04-03,2003,3400,6
1989,손인호,1975-04-03,2004,6300,7
1990,손인호,1975-04-03,2005,8000,8
1991,손인호,1975-04-03,2006,8500,9
1992,손인호,1975-04-03,2007,8500,10
1993,손인호,1975-04-03,2008,7500,11
1994,손인호,1975-04-03,2009,7000,12
1995,손인호,1975-04-03,2010,6500,13
1996,손인호,1975-04-03,2011,4200,14
1997,손인호,1975-04-03,2012,4200,15
1998,김상훈,1977-10-27,2000,,1
1999,김상훈,1977-10-27,2001,2400,2
2000,김상훈,1977-10-27,2002,4800,3
2001,김상훈,1977-10-27,2003,6800,4
2002,김상훈,1977-10-27,2004,11500,5
2003,김상훈,1977-10-27,2005,9800,6
2004,김상훈,1977-10-27,2006,9800,7
2005,김상훈,1977-10-27,2007,11500,8
2006,김상훈,1977-10-27,2008,15000,9
2007,김상훈,1977-10-27,2009,15000,10
2008,김상훈,1977-10-27,2010,22500,11
2009,김상훈,1977-10-27,2011,32500,12
2010,김상훈,1977-10-27,2012,32500,13
2011,김상훈,1977-10-27,2013,17000,14
2012,김상훈,1977-10-27,2014,900000,15
2013,홍원기,1973-06-05,1996,,1
2014,홍원기,1973-06-05,1997,3900,2
2015,홍원기,1973-06-05,1998,3600,3
2016,홍원기,1973-06-05,1999,3600,4
2017,홍원기,1973-06-05,2000,3600,5
2018,홍원기,1973-06-05,2001,5600,6
2019,홍원기,1973-06-05,2002,8600,7
2020,홍원기,1973-06-05,2003,7600,8
2021,홍원기,1973-06-05,2004,11000,9
2022,홍원기,1973-06-05,2005,10000,10
2023,홍원기,1973-06-05,2006,8000,11
2024,홍원기,1973-06-05,2007,7000,12
2025,박기혁,1981-06-04,2000,,1
2026,박기혁,1981-06-04,2001,1700,2
2027,박기혁,1981-06-04,2002,2000,3
2028,박기혁,1981-06-04,2003,2600,4
2029,박기혁,1981-06-04,2004,4000,5
2030,박기혁,1981-06-04,2005,5700,6
2031,박기혁,1981-06-04,2006,7800,7
2032,박기혁,1981-06-04,2007,10000,8
2033,박기혁,1981-06-04,2008,8800,9
2034,박기혁,1981-06-04,2009,12000,10
2035,박기혁,1981-06-04,2010,12000,11
2036,박기혁,1981-06-04,2013,10000,14
2037,박기혁,1981-06-04,2014,7000,15
2038,박기혁,1981-06-04,2015,15000,16
2039,박기혁,1981-06-04,2016,15000,17
2040,박기혁,1981-06-04,2017,15000,18
2041,박기혁,1981-06-04,2018,900000,19
2042,김민재,1973-01-03,1991,,1
2043,김민재,1973-01-03,1992,,2
2044,김민재,1973-01-03,1993,,3
2045,김민재,1973-01-03,1994,,4
2046,김민재,1973-01-03,1995,,5
2047,김민재,1973-01-03,1996,,6
2048,김민재,1973-01-03,1997,4850,7
2049,김민재,1973-01-03,1998,5300,8
2050,김민재,1973-01-03,1999,5500,9
2051,김민재,1973-01-03,2000,8000,10
2052,김민재,1973-01-03,2001,7600,11
2053,김민재,1973-01-03,2002,11400,12
2054,김민재,1973-01-03,2003,11400,13
2055,김민재,1973-01-03,2004,13000,14
2056,김민재,1973-01-03,2005,13000,15
2057,김민재,1973-01-03,2006,19000,16
2058,김민재,1973-01-03,2007,21000,17
2059,김민재,1973-01-03,2008,20000,18
2060,김민재,1973-01-03,2009,20000,19
2061,김문호,1987-06-22,2006,,1
2062,김문호,1987-06-22,2007,2300,2
2063,김문호,1987-06-22,2008,2400,3
2064,김문호,1987-06-22,2011,2400,6
2065,김문호,1987-06-22,2012,2600,7
2066,김문호,1987-06-22,2013,3500,8
2067,김문호,1987-06-22,2014,4000,9
2068,김문호,1987-06-22,2015,7000,10
2069,김문호,1987-06-22,2016,7000,11
2070,김문호,1987-06-22,2017,14000,12
2071,김문호,1987-06-22,2018,15000,13
2072,김문호,1987-06-22,2019,15000,14
2073,김문호,1987-06-22,2020,5000,15
2074,한동희,1999-06-01,2018,2700,1
2075,한동희,1999-06-01,2019,2700,2
2076,한동희,1999-06-01,2020,4700,3
2077,이창진,1991-03-04,2014,2400,1
2078,이창진,1991-03-04,2015,2400,2
2079,이창진,1991-03-04,2018,2400,5
2080,이창진,1991-03-04,2019,2400,6
2081,이창진,1991-03-04,2020,8500,7
2082,최원준,1997-03-23,2016,2700,1
2083,최원준,1997-03-23,2017,3100,2
2084,최원준,1997-03-23,2018,7500,3
2085,최원준,1997-03-23,2019,7500,4
2086,최원준,1997-03-23,2020,7000,5
2087,정의윤,1986-07-25,2005,,1
2088,정의윤,1986-07-25,2006,3200,2
2089,정의윤,1986-07-25,2007,3200,3
2090,정의윤,1986-07-25,2008,4200,4
2091,정의윤,1986-07-25,2011,4200,7
2092,정의윤,1986-07-25,2012,5000,8
2093,정의윤,1986-07-25,2013,7200,9
2094,정의윤,1986-07-25,2014,12000,10
2095,정의윤,1986-07-25,2015,12000,11
2096,정의윤,1986-07-25,2016,12000,12
2097,정의윤,1986-07-25,2017,30000,13
2098,정의윤,1986-07-25,2018,30000,14
2099,정의윤,1986-07-25,2019,30000,15
2100,정의윤,1986-07-25,2020,30000,16
2101,필,1984-09-09,2014,25000,1
2102,필,1984-09-09,2015,90000,2
2103,필,1984-09-09,2016,900000,3
2104,이명기,1987-12-26,2008,2000,1
2105,이명기,1987-12-26,2009,2200,2
2106,이명기,1987-12-26,2010,2500,3
2107,이명기,1987-12-26,2013,2500,6
2108,이명기,1987-12-26,2014,4000,7
2109,이명기,1987-12-26,2015,18000,8
2110,이명기,1987-12-26,2016,18000,9
2111,이명기,1987-12-26,2017,15000,10
2112,이명기,1987-12-26,2018,25000,11
2113,이명기,1987-12-26,2019,25000,12
2114,이명기,1987-12-26,2020,24000,13
2115,권희동,1990-12-30,2013,,1
2116,권희동,1990-12-30,2014,5100,2
2117,권희동,1990-12-30,2016,5100,4
2118,권희동,1990-12-30,2017,6800,5
2119,권희동,1990-12-30,2018,13000,6
2120,권희동,1990-12-30,2019,13000,7
2121,권희동,1990-12-30,2020,13500,8
2122,알드리지,1979-06-13,2011,,1
2123,정상호,1982-12-24,2001,,1
2124,정상호,1982-12-24,2002,2300,2
2125,정상호,1982-12-24,2003,2300,3
2126,정상호,1982-12-24,2007,2600,7
2127,정상호,1982-12-24,2008,4000,8
2128,정상호,1982-12-24,2009,6500,9
2129,정상호,1982-12-24,2010,11000,10
2130,정상호,1982-12-24,2011,10000,11
2131,정상호,1982-12-24,2012,13000,12
2132,정상호,1982-12-24,2013,13000,13
2133,정상호,1982-12-24,2014,15500,14
2134,정상호,1982-12-24,2015,15500,15
2135,정상호,1982-12-24,2016,50000,16
2136,정상호,1982-12-24,2017,50000,17
2137,정상호,1982-12-24,2018,50000,18
2138,정상호,1982-12-24,2019,50000,19
2139,정상호,1982-12-24,2020,7000,20
2140,장민석,1982-05-09,2001,,1
2141,장민석,1982-05-09,2002,,2
2142,장민석,1982-05-09,2003,,3
2143,장민석,1982-05-09,2008,,8
2144,장민석,1982-05-09,2009,,9
2145,장민석,1982-05-09,2010,,10
2146,장민석,1982-05-09,2011,,11
2147,장민석,1982-05-09,2012,,12
2148,장민석,1982-05-09,2013,,13
2149,장민석,1982-05-09,2014,12500,14
2150,장민석,1982-05-09,2015,12500,15
2151,장민석,1982-05-09,2016,10000,16
2152,장민석,1982-05-09,2017,10000,17
2153,정보명,1980-08-23,2003,,1
2154,정보명,1980-08-23,2006,2000,4
2155,정보명,1980-08-23,2007,3000,5
2156,정보명,1980-08-23,2008,4500,6
2157,정보명,1980-08-23,2009,6500,7
2158,정보명,1980-08-23,2010,7500,8
2159,정보명,1980-08-23,2011,6000,9
2160,정보명,1980-08-23,2012,5000,10
2161,정보명,1980-08-23,2013,4800,11
2162,산토스,1966-12-29,2001,,1
2163,고종욱,1989-01-11,2011,,1
2164,고종욱,1989-01-11,2014,2900,4
2165,고종욱,1989-01-11,2015,7700,5
2166,고종욱,1989-01-11,2016,7700,6
2167,고종욱,1989-01-11,2017,12000,7
2168,고종욱,1989-01-11,2018,11000,8
2169,고종욱,1989-01-11,2019,11000,9
2170,고종욱,1989-01-11,2020,17000,10
2171,조원우,1971-04-08,1994,,1
2172,조원우,1971-04-08,1995,,2
2173,조원우,1971-04-08,1996,,3
2174,조원우,1971-04-08,1997,4200,4
2175,조원우,1971-04-08,1998,6200,5
2176,조원우,1971-04-08,1999,8000,6
2177,조원우,1971-04-08,2000,8000,7
2178,조원우,1971-04-08,2001,7000,8
2179,조원우,1971-04-08,2002,7000,9
2180,조원우,1971-04-08,2003,8000,10
2181,조원우,1971-04-08,2004,13000,11
2182,조원우,1971-04-08,2005,13000,12
2183,조원우,1971-04-08,2006,15000,13
2184,조원우,1971-04-08,2007,16000,14
2185,조원우,1971-04-08,2008,15000,15
2186,마틴,1967-11-24,2004,,1
2187,이종열,1973-01-28,1991,,1
2188,이종열,1973-01-28,1992,,2
2189,이종열,1973-01-28,1993,,3
2190,이종열,1973-01-28,1994,,4
2191,이종열,1973-01-28,1995,,5
2192,이종열,1973-01-28,1996,,6
2193,이종열,1973-01-28,1998,4200,8
2194,이종열,1973-01-28,1999,5700,9
2195,이종열,1973-01-28,2000,8000,10
2196,이종열,1973-01-28,2001,10000,11
2197,이종열,1973-01-28,2002,9000,12
2198,이종열,1973-01-28,2003,15000,13
2199,이종열,1973-01-28,2004,15000,14
2200,이종열,1973-01-28,2005,15000,15
2201,이종열,1973-01-28,2006,15000,16
2202,이종열,1973-01-28,2007,17000,17
2203,이종열,1973-01-28,2008,17000,18
2204,이종열,1973-01-28,2009,17000,19
2205,스나이더,1982-05-25,2014,15000,1
2206,스나이더,1982-05-25,2015,900000,2
2207,장성우,1990-01-17,2009,2000,1
2208,장성우,1990-01-17,2010,3300,2
2209,장성우,1990-01-17,2011,4300,3
2210,장성우,1990-01-17,2014,5500,6
2211,장성우,1990-01-17,2015,5500,7
2212,장성우,1990-01-17,2017,5000,9
2213,장성우,1990-01-17,2018,7300,10
2214,장성우,1990-01-17,2019,7300,11
2215,장성우,1990-01-17,2020,13500,12
2216,김동엽,1990-07-24,2016,2700,1
2217,김동엽,1990-07-24,2017,4700,2
2218,김동엽,1990-07-24,2018,11500,3
2219,김동엽,1990-07-24,2019,11500,4
2220,김동엽,1990-07-24,2020,13500,5
2221,고메즈,1988-03-05,2016,900000,1
2222,강귀태,1979-08-12,2002,,1
2223,강귀태,1979-08-12,2003,3000,2
2224,강귀태,1979-08-12,2004,4000,3
2225,강귀태,1979-08-12,2005,5500,4
2226,강귀태,1979-08-12,2006,6300,5
2227,강귀태,1979-08-12,2007,6300,6
2228,강귀태,1979-08-12,2008,5000,7
2229,강귀태,1979-08-12,2009,7000,8
2230,강귀태,1979-08-12,2010,7000,9
2231,강귀태,1979-08-12,2011,10000,10
2232,강귀태,1979-08-12,2012,8000,11
2233,신경현,1975-11-28,1998,,1
2234,신경현,1975-11-28,1999,1800,2
2235,신경현,1975-11-28,2000,2100,3
2236,신경현,1975-11-28,2001,2400,4
2237,신경현,1975-11-28,2004,2400,7
2238,신경현,1975-11-28,2005,4500,8
2239,신경현,1975-11-28,2006,9000,9
2240,신경현,1975-11-28,2007,13000,10
2241,신경현,1975-11-28,2008,12500,11
2242,신경현,1975-11-28,2009,13500,12
2243,신경현,1975-11-28,2010,11500,13
2244,신경현,1975-11-28,2011,14000,14
2245,신경현,1975-11-28,2012,20000,15
2246,김주형,1985-12-15,2004,,1
2247,김주형,1985-12-15,2005,2200,2
2248,김주형,1985-12-15,2006,2200,3
2249,김주형,1985-12-15,2007,2500,4
2250,김주형,1985-12-15,2008,2500,5
2251,김주형,1985-12-15,2011,2500,8
2252,김주형,1985-12-15,2012,4500,9
2253,김주형,1985-12-15,2013,3500,10
2254,김주형,1985-12-15,2014,6100,11
2255,김주형,1985-12-15,2015,5500,12
2256,김주형,1985-12-15,2016,5500,13
2257,김주형,1985-12-15,2017,11000,14
2258,김주형,1985-12-15,2018,7500,15
2259,차일목,1981-01-26,2003,,1
2260,차일목,1981-01-26,2005,2000,3
2261,차일목,1981-01-26,2006,2200,4
2262,차일목,1981-01-26,2007,3000,5
2263,차일목,1981-01-26,2008,3000,6
2264,차일목,1981-01-26,2009,6000,7
2265,차일목,1981-01-26,2010,7500,8
2266,차일목,1981-01-26,2011,8500,9
2267,차일목,1981-01-26,2012,12000,10
2268,차일목,1981-01-26,2013,10000,11
2269,차일목,1981-01-26,2014,8000,12
2270,차일목,1981-01-26,2015,8000,13
2271,차일목,1981-01-26,2016,15000,14
2272,차일목,1981-01-26,2017,900000,15
2273,임병욱,1995-09-30,2015,4000,1
2274,임병욱,1995-09-30,2016,4000,2
2275,임병욱,1995-09-30,2017,6500,3
2276,임병욱,1995-09-30,2018,5000,4
2277,임병욱,1995-09-30,2019,5000,5
2278,임병욱,1995-09-30,2020,5000,6
2279,피커링,1976-09-29,2006,,1
2280,손지환,1978-11-13,1997,2000,1
2281,손지환,1978-11-13,1998,2200,2
2282,손지환,1978-11-13,1999,2700,3
2283,손지환,1978-11-13,2000,2500,4
2284,손지환,1978-11-13,2001,3100,5
2285,손지환,1978-11-13,2002,3700,6
2286,손지환,1978-11-13,2003,5700,7
2287,손지환,1978-11-13,2004,5400,8
2288,손지환,1978-11-13,2005,7000,9
2289,손지환,1978-11-13,2006,8500,10
2290,손지환,1978-11-13,2007,8500,11
2291,손지환,1978-11-13,2008,7225,12
2292,손지환,1978-11-13,2009,4000,13
2293,손지환,1978-11-13,2010,4000,14
2294,정현석,1984-03-01,2008,,1
2295,정현석,1984-03-01,2009,2200,2
2296,정현석,1984-03-01,2010,2800,3
2297,정현석,1984-03-01,2013,5000,6
2298,정현석,1984-03-01,2014,8000,7
2299,정현석,1984-03-01,2015,9500,8
2300,정현석,1984-03-01,2016,9500,9
2301,정현석,1984-03-01,2017,900000,10
2302,초이스,1989-11-10,2017,,1
2303,초이스,1989-11-10,2018,900000,2
2304,정수성,1978-03-04,1998,1500,1
2305,정수성,1978-03-04,2000,1900,3
2306,정수성,1978-03-04,2001,1900,4
2307,정수성,1978-03-04,2002,2300,5
2308,정수성,1978-03-04,2003,2500,6
2309,정수성,1978-03-04,2004,2900,7
2310,정수성,1978-03-04,2005,4000,8
2311,정수성,1978-03-04,2006,7000,9
2312,정수성,1978-03-04,2007,5950,10
2313,정수성,1978-03-04,2008,4700,11
2314,정수성,1978-03-04,2009,6000,12
2315,정수성,1978-03-04,2010,6000,13
2316,정수성,1978-03-04,2012,4200,15
2317,정수성,1978-03-04,2013,6000,16
2318,정은원,2000-01-17,2018,2700,1
2319,정은원,2000-01-17,2019,2700,2
2320,정은원,2000-01-17,2020,12000,3
2321,정형식,1991-01-28,2009,,1
2322,정형식,1991-01-28,2010,2600,2
2323,정형식,1991-01-28,2011,2900,3
2324,정형식,1991-01-28,2012,4000,4
2325,정형식,1991-01-28,2013,6000,5
2326,정형식,1991-01-28,2014,900000,6
2327,김헌곤,1988-11-09,2011,,1
2328,김헌곤,1988-11-09,2012,2500,2
2329,김헌곤,1988-11-09,2013,2500,3
2330,김헌곤,1988-11-09,2014,2500,4
2331,김헌곤,1988-11-09,2017,5000,7
2332,김헌곤,1988-11-09,2018,8500,8
2333,김헌곤,1988-11-09,2019,8500,9
2334,김헌곤,1988-11-09,2020,19000,10
2335,안재만,1974-10-02,1997,2000,1
2336,안재만,1974-10-02,1998,2400,2
2337,안재만,1974-10-02,1999,2400,3
2338,안재만,1974-10-02,2000,2000,4
2339,안재만,1974-10-02,2001,2000,5
2340,안재만,1974-10-02,2002,5400,6
2341,안재만,1974-10-02,2003,4700,7
2342,안재만,1974-10-02,2004,6700,8
2343,안재만,1974-10-02,2005,6700,9
2344,안재만,1974-10-02,2006,6200,10
2345,안재만,1974-10-02,2007,6100,11
2346,안재만,1974-10-02,2008,5000,12
2347,정현,1994-06-01,2013,,1
2348,정현,1994-06-01,2014,2800,2
2349,정현,1994-06-01,2017,2800,5
2350,정현,1994-06-01,2018,7800,6
2351,정현,1994-06-01,2019,7800,7
2352,정현,1994-06-01,2020,3000,8
2353,최경환,1972-05-12,2000,4000,1
2354,최경환,1972-05-12,2001,4000,2
2355,최경환,1972-05-12,2002,3000,3
2356,최경환,1972-05-12,2003,6000,4
2357,최경환,1972-05-12,2004,7200,5
2358,최경환,1972-05-12,2005,11000,6
2359,최경환,1972-05-12,2006,11000,7
2360,최경환,1972-05-12,2007,9500,8
2361,최경환,1972-05-12,2008,7000,9
2362,최경환,1972-05-12,2009,7500,10
2363,박준태,1991-07-26,2014,2400,1
2364,박준태,1991-07-26,2015,3400,2
2365,박준태,1991-07-26,2018,3800,5
2366,박준태,1991-07-26,2019,3800,6
2367,박준태,1991-07-26,2020,3800,7
2368,심우준,1995-04-28,2015,3500,1
2369,심우준,1995-04-28,2016,3500,2
2370,심우준,1995-04-28,2017,5000,3
2371,심우준,1995-04-28,2018,6300,4
2372,심우준,1995-04-28,2019,6300,5
2373,심우준,1995-04-28,2020,13000,6
2374,폴,1969-06-21,2002,,1
2375,임훈,1985-07-17,2004,,1
2376,임훈,1985-07-17,2010,,7
2377,임훈,1985-07-17,2011,5000,8
2378,임훈,1985-07-17,2012,8500,9
2379,임훈,1985-07-17,2013,10000,10
2380,임훈,1985-07-17,2014,7500,11
2381,임훈,1985-07-17,2015,7500,12
2382,임훈,1985-07-17,2016,13000,13
2383,임훈,1985-07-17,2017,10000,14
2384,임훈,1985-07-17,2018,10000,15
2385,최길성,1978-02-06,2000,,1
2386,최길성,1978-02-06,2001,,2
2387,최길성,1978-02-06,2004,2000,5
2388,최길성,1978-02-06,2005,2200,6
2389,최길성,1978-02-06,2006,2600,7
2390,최길성,1978-02-06,2007,2600,8
2391,임재철,1976-04-08,1999,,1
2392,임재철,1976-04-08,2000,2700,2
2393,임재철,1976-04-08,2001,2300,3
2394,임재철,1976-04-08,2002,2300,4
2395,임재철,1976-04-08,2003,2300,5
2396,임재철,1976-04-08,2004,2300,6
2397,임재철,1976-04-08,2005,5000,7
2398,임재철,1976-04-08,2006,9000,8
2399,임재철,1976-04-08,2009,7600,11
2400,임재철,1976-04-08,2010,11000,12
2401,임재철,1976-04-08,2011,9200,13
2402,임재철,1976-04-08,2012,15000,14
2403,임재철,1976-04-08,2013,15000,15
2404,임재철,1976-04-08,2014,15000,16
2405,임재철,1976-04-08,2015,900000,17
2406,신본기,1989-03-21,2012,,1
2407,신본기,1989-03-21,2013,3000,2
2408,신본기,1989-03-21,2014,5000,3
2409,신본기,1989-03-21,2016,5500,5
2410,신본기,1989-03-21,2017,5500,6
2411,신본기,1989-03-21,2018,9000,7
2412,신본기,1989-03-21,2019,9000,8
2413,신본기,1989-03-21,2020,12500,9
2414,얀,1966-07-24,2001,,1
2415,한상훈,1980-06-03,2003,,1
2416,한상훈,1980-06-03,2004,2400,2
2417,한상훈,1980-06-03,2005,2800,3
2418,한상훈,1980-06-03,2006,4000,4
2419,한상훈,1980-06-03,2007,6500,5
2420,한상훈,1980-06-03,2008,9000,6
2421,한상훈,1980-06-03,2011,7000,9
2422,한상훈,1980-06-03,2012,12000,10
